DATASET, #TRAINING_RELEASES, %TRAINING_INSTANCES, CLASSIFIER, BALANCING, PRECISION, RECALL, AUC, KAPPA, TP, FP, TN, FN
zookeeper,4,77.19714964370546,IBk,No Sampling,0.9438877755511023,0.9181286549707602,0.7543086110337572,0.43161634103019536,471.0,28.0,35.0,42.0
zookeeper,5,81.43133462282398,IBk,No Sampling,0.833941605839416,0.9891774891774892,0.7853155616313511,0.26670910248249546,457.0,91.0,23.0,5.0
zookeeper,6,84.33931484502448,IBk,No Sampling,0.9061224489795918,0.9673202614379085,0.8821853527735881,0.6370397917441428,444.0,46.0,71.0,15.0
zookeeper,7,87.8853046594982,IBk,No Sampling,0.8819444444444444,0.9769230769230769,0.8506574621959238,0.6187683284457477,381.0,51.0,66.0,9.0
zookeeper,8,85.3211009174312,IBk,No Sampling,0.962457337883959,0.8785046728971962,0.8153906062784567,0.45345235926398275,564.0,22.0,56.0,78.0
zookeeper,9,87.2,IBk,No Sampling,0.8918495297805643,0.9436152570480929,0.7082819520630466,0.40237888018566853,569.0,69.0,48.0,34.0
zookeeper,10,88.65248226950355,IBk,No Sampling,0.8637083993660856,0.9611992945326279,0.8027515532962156,0.47104199828578425,545.0,86.0,67.0,22.0
zookeeper,11,89.77079796264856,IBk,No Sampling,0.8288,0.975517890772128,0.8275315834902699,0.4956928120531512,518.0,107.0,85.0,13.0
zookeeper,12,89.6158235070369,IBk,No Sampling,0.8840579710144928,0.9159159159159159,0.7280319535221496,0.4183117127279566,610.0,80.0,73.0,56.0
zookeeper,13,91.602787456446,IBk,No Sampling,0.9017713365539453,0.9380234505862647,0.8055023796229827,0.4907718844329453,560.0,61.0,65.0,37.0
zookeeper,14,91.31403118040089,IBk,No Sampling,0.8945022288261516,0.9204892966360856,0.8149847094801224,0.5122379907906395,602.0,71.0,94.0,52.0
zookeeper,15,92.00819672131148,IBk,No Sampling,0.8954154727793696,0.9827044025157232,0.8837852699591023,0.6639015095998829,625.0,73.0,110.0,11.0
zookeeper,16,92.57452574525745,IBk,No Sampling,0.8961988304093568,0.973015873015873,0.8877108134920635,0.6685909065918962,613.0,71.0,121.0,17.0
zookeeper,17,93.84537131230925,IBk,No Sampling,0.8856682769726248,0.9700176366843033,0.8442813883065455,0.5963455779218317,550.0,71.0,88.0,17.0
zookeeper,18,94.20220412074748,IBk,No Sampling,0.9205298013245033,0.9805996472663139,0.8977959690747951,0.7407299800254222,556.0,48.0,111.0,11.0
zookeeper,19,93.75561545372867,IBk,No Sampling,0.8827893175074184,0.9444444444444444,0.8475723622782446,0.6010172222781749,595.0,79.0,125.0,35.0
zookeeper,20,94.12262156448203,IBk,No Sampling,0.8496350364963504,0.97,0.8415562678062678,0.5958428451279587,582.0,103.0,131.0,18.0
zookeeper,21,94.41117764471058,IBk,No Sampling,0.8625377643504532,0.9564489112227805,0.8717662386004095,0.6320919994609407,571.0,91.0,152.0,26.0
zookeeper,22,93.87296233839236,IBk,No Sampling,0.9986206896551724,0.7402862985685071,0.8058963871847308,0.009455815445290183,724.0,1.0,2.0,254.0
zookeeper,23,93.82911392405063,IBk,No Sampling,1.0,0.855650522317189,0.8917662386004034,0.0,901.0,0.0,0.0,152.0
zookeeper,1,7.142857142857143,Random Forest,Undersampling,0.9673507462686567,0.9876190476190476,0.6454195011337869,0.20610687022900795,1037.0,35.0,7.0,13.0
zookeeper,2,12.435233160621761,Random Forest,Undersampling,0.9758812615955473,0.9163763066202091,0.7385639621702339,0.0881026094648387,1052.0,26.0,9.0,96.0
zookeeper,3,16.748768472906406,Random Forest,Undersampling,0.8706512042818911,0.961576354679803,0.5991995073891626,0.1336713656878587,976.0,145.0,23.0,39.0
zookeeper,4,29.927007299270073,Random Forest,Undersampling,0.9527856468366384,0.8429406850459482,0.7613392892662495,0.3561585932876826,1009.0,50.0,97.0,188.0
zookeeper,5,39.24050632911393,Random Forest,Undersampling,0.8513625103220479,0.9564007421150278,0.7465841086947425,0.3446015037593985,1031.0,180.0,86.0,47.0
zookeeper,6,51.02040816326531,Random Forest,Undersampling,0.9216809933142311,0.9010270774976658,0.8647681294740118,0.5816120731622507,965.0,82.0,191.0,106.0
zookeeper,7,62.1923937360179,Random Forest,Undersampling,0.8942826321467098,0.910989010989011,0.8322746850219378,0.564313798914061,829.0,98.0,175.0,81.0
zookeeper,8,59.73154362416108,Random Forest,Undersampling,0.9605157131345688,0.7957276368491322,0.8071696327704339,0.32494533007954857,1192.0,49.0,133.0,306.0
zookeeper,9,62.96296296296296,Random Forest,Undersampling,0.897815362931642,0.9054726368159204,0.7204011340471895,0.3810875493961151,1274.0,145.0,128.0,133.0
zookeeper,10,66.94214876033058,Random Forest,Undersampling,0.8758265980896399,0.9009826152683296,0.7875795820973892,0.44488134338714896,1192.0,169.0,188.0,131.0
zookeeper,11,70.92882991556091,Random Forest,Undersampling,0.8591117917304747,0.9055690072639225,0.8160418828548368,0.5196628283483753,1122.0,184.0,264.0,117.0
zookeeper,12,72.39635995955511,Random Forest,Undersampling,0.8927848954821308,0.851994851994852,0.7358123429552001,0.37768753406114286,1324.0,159.0,198.0,230.0
zookeeper,13,77.24268177525968,Random Forest,Undersampling,0.9092904169714704,0.8923187365398421,0.7970745369217321,0.4546880935471618,1243.0,124.0,170.0,150.0
zookeeper,14,76.76595744680851,Random Forest,Undersampling,0.9043126684636119,0.8794233289646134,0.8106517335875134,0.4905841814247936,1342.0,142.0,243.0,184.0
zookeeper,15,78.75486381322958,Random Forest,Undersampling,0.9043250327653998,0.9299191374663073,0.8729421400481009,0.6093436974116515,1380.0,146.0,281.0,104.0
zookeeper,16,80.53977272727273,Random Forest,Undersampling,0.9116865869853917,0.9340136054421768,0.8830471027696793,0.6554476665354504,1373.0,133.0,315.0,97.0
zookeeper,17,83.90957446808511,Random Forest,Undersampling,0.8956649522409993,0.9213907785336357,0.8378603313143167,0.5592507588657732,1219.0,142.0,229.0,104.0
zookeeper,18,84.96894409937889,Random Forest,Undersampling,0.9287305122494433,0.9455782312925171,0.8937510314098686,0.7031845459722283,1251.0,96.0,275.0,72.0
zookeeper,19,84.1324200913242,Random Forest,Undersampling,0.9001358695652174,0.9013605442176871,0.8483614874521237,0.5933799515117514,1325.0,147.0,329.0,145.0
zookeeper,20,85.27542372881356,Random Forest,Undersampling,0.8691840863115307,0.9207142857142857,0.8421317373103088,0.5928920556574512,1289.0,194.0,352.0,111.0
zookeeper,21,86.3147605083089,Random Forest,Undersampling,0.8787248787248787,0.9102656137832017,0.8667436451595342,0.617775270059973,1268.0,175.0,392.0,125.0
zookeeper,22,85.49889135254989,Random Forest,Undersampling,0.9987515605493134,0.7011393514461,0.8225554025291099,0.008405596637761243,1600.0,2.0,5.0,682.0
zookeeper,23,84.61201227531784,Random Forest,Undersampling,1.0,0.8367928367928368,0.8767436451595123,0.0,2056.0,0.0,0.0,401.0
zookeeper,1,7.142857142857143,Naive Bayes,Undersampling,0.9673507462686567,0.8641666666666666,0.6220920138888889,0.05921052631578937,1037.0,35.0,13.0,163.0
